image_path,label_id,label_name,split,included,source_dataset,source_image_id,crop_x1,crop_y1,crop_x2,crop_y2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:37,1498.08,401.0,2105.92,923.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:38,2064.16,735.52,2525.84,1148.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:43,2011.36,250.68,2455.64,690.32
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:44,1469.24,0.0,2045.76,406.76
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:48,151.56,1039.4,491.44,1613.6
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:51,178.52,453.68,504.48,1067.32
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:52,209.64,0.0,519.36,560.96
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:54,735.08,2683.76,2937.92,3122.24
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:57,0.0,2682.08,957.4,3173.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:58,587.44,1714.2,3024.0,2450.8
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:59,717.52,867.08,3024.0,1996.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:60,718.08,132.6,3007.92,1559.4
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:61,968.08,0.0,2909.92,1106.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:62,1760.92,0.0,2777.08,689.96
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:64,66.92,878.96,967.08,1793.04
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:66,94.64,146.44,955.36,1343.56
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:67,135.08,0.0,829.92,810.6
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:69,0.0,0.0,284.64,1832.36
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:71,124.64,0.0,927.36,897.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:72,93.16,490.64,960.84,1409.36
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:73,275.12,1281.72,954.88,1793.28
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:74,16.04,2161.12,986.96,2579.88
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:75,730.04,2166.44,3024.0,2522.56
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:76,719.4,1262.04,3024.0,2058.96
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:77,716.72,475.6,3024.0,1612.4
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:78,870.76,0.0,2933.24,1181.04
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,6,beam,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:79,1737.84,0.0,2755.16,705.76
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:82,1492.68,347.36,2164.32,762.64
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:83,2061.24,697.88,2579.76,1004.12
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:88,2002.8,199.56,2513.2,568.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:95,1535.16,972.0,2228.84,1291.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:96,2121.36,1240.76,2652.64,1476.24
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:102,1585.56,1660.52,2302.44,1870.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,10,opening,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:108,669.4,1374.0,924.6,1867.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,10,opening,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:109,677.04,606.32,922.96,1152.68
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,10,opening,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:110,653.32,2220.0,938.68,2800.0
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,4,roof,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:189,0.0,1666.48,920.68,2355.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1707.JPG,5,column,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1707.JPG3166549:190,908.64,3027.8,1160.36,3741.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,10,opening,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:1,1177.16,114.6,1986.84,410.4
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:2,2547.0,246.24,2808.0,851.76
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:3,2741.68,1026.52,3024.0,1729.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:16,2504.96,1466.44,2781.04,2025.56
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:19,2348.4,678.72,2574.6,1219.28
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:20,2579.88,1029.32,3002.12,1459.68
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:21,2363.76,1442.84,2715.24,1793.16
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:22,2410.24,218.16,2754.76,679.84
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:25,1132.2,2494.84,2274.8,2816.16
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:30,1140.08,1965.52,2240.92,2262.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:34,505.8,2481.28,900.2,2810.72
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:39,1161.8,1130.8,2107.2,1380.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:45,1151.0,1518.36,2166.0,1788.64
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:59,1174.48,483.8,2008.52,704.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:65,1167.64,786.84,2057.36,1021.16
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,8,window,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:69,2727.72,2502.48,3024.0,3104.52
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,3,ceiling,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:76,1874.08,2155.04,2858.92,2951.96
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:78,148.76,3435.52,3024.0,3819.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:79,325.28,2763.52,2104.72,3060.48
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:80,373.36,2173.24,2615.64,2459.76
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:81,432.28,1672.56,2733.72,1983.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:82,498.96,1249.88,2544.04,1556.12
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:83,543.52,875.08,2551.48,1192.92
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:84,598.16,548.56,2393.84,859.44
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:85,628.8,0.0,2415.2,602.08
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:87,2209.24,0.0,2698.76,967.2
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/HBD/10_Wong Chue Meng Building/Exterior/test/IMG_1738.JPG,0,wall,test,true,HBD,10_Wong Chue Meng Building/Exterior/test/test_10_ex.json:IMG_1738.JPG3011090:88,2304.44,0.0,3024.0,1675.12
