image_path,label_id,label_name,split,included,source_dataset,source_image_id,damage_cues
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001360.jpg,1,visible_damage_detected,train,true,dacl1k,14_001360.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001386.jpg,1,visible_damage_detected,train,true,dacl1k,14_001386.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001925.jpg,1,visible_damage_detected,train,true,dacl1k,14_001925.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001387.jpg,1,visible_damage_detected,train,true,dacl1k,14_001387.jpg,Efflorescence|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000035.jpg,0,no_visible_damage,train,true,dacl1k,06_000035.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000316.jpg,1,visible_damage_detected,train,true,dacl1k,16_000316.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001507.jpg,1,visible_damage_detected,train,true,dacl1k,14_001507.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000278.jpg,1,visible_damage_detected,train,true,dacl1k,06_000278.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001434.jpg,1,visible_damage_detected,train,true,dacl1k,14_001434.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_000091.jpg,1,visible_damage_detected,train,true,dacl1k,14_000091.jpg,Spalling|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000083.jpg,0,no_visible_damage,train,true,dacl1k,17_000083.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000078.jpg,1,visible_damage_detected,train,true,dacl1k,16_000078.jpg,Spalling|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001449.jpg,1,visible_damage_detected,train,true,dacl1k,14_001449.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001582.jpg,1,visible_damage_detected,train,true,dacl1k,14_001582.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000175.jpg,1,visible_damage_detected,train,true,dacl1k,16_000175.jpg,Crack|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001669.jpg,1,visible_damage_detected,train,true,dacl1k,14_001669.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001260.jpg,0,no_visible_damage,train,true,dacl1k,14_001260.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001290.jpg,0,no_visible_damage,train,true,dacl1k,14_001290.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001768.jpg,1,visible_damage_detected,train,true,dacl1k,14_001768.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000240.jpg,1,visible_damage_detected,train,true,dacl1k,06_000240.jpg,Crack|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001977.jpg,1,visible_damage_detected,train,true,dacl1k,14_001977.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001716.jpg,1,visible_damage_detected,train,true,dacl1k,14_001716.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001764.jpg,1,visible_damage_detected,train,true,dacl1k,14_001764.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000022.jpg,0,no_visible_damage,train,true,dacl1k,17_000022.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001954.jpg,1,visible_damage_detected,train,true,dacl1k,14_001954.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001207.jpg,1,visible_damage_detected,train,true,dacl1k,14_001207.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000043.jpg,1,visible_damage_detected,train,true,dacl1k,16_000043.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000004.jpg,1,visible_damage_detected,train,true,dacl1k,16_000004.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001806.jpg,1,visible_damage_detected,train,true,dacl1k,14_001806.jpg,Spalling|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000229.jpg,1,visible_damage_detected,train,true,dacl1k,06_000229.jpg,Efflorescence|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000195.jpg,1,visible_damage_detected,train,true,dacl1k,06_000195.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001274.jpg,1,visible_damage_detected,train,true,dacl1k,14_001274.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001373.jpg,1,visible_damage_detected,train,true,dacl1k,14_001373.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000093.jpg,0,no_visible_damage,train,true,dacl1k,17_000093.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_000048.jpg,1,visible_damage_detected,train,true,dacl1k,14_000048.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001253.jpg,1,visible_damage_detected,train,true,dacl1k,14_001253.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001717.jpg,1,visible_damage_detected,train,true,dacl1k,14_001717.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000038.jpg,1,visible_damage_detected,train,true,dacl1k,16_000038.jpg,Spalling|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001246.jpg,1,visible_damage_detected,train,true,dacl1k,14_001246.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001964.jpg,1,visible_damage_detected,train,true,dacl1k,14_001964.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001417.jpg,1,visible_damage_detected,train,true,dacl1k,14_001417.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001057.jpg,0,no_visible_damage,train,true,dacl1k,14_001057.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000099.jpg,0,no_visible_damage,train,true,dacl1k,17_000099.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000333.jpg,0,no_visible_damage,train,true,dacl1k,06_000333.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_000101.jpg,1,visible_damage_detected,train,true,dacl1k,14_000101.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001444.jpg,1,visible_damage_detected,train,true,dacl1k,14_001444.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001279.jpg,1,visible_damage_detected,train,true,dacl1k,14_001279.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000209.jpg,1,visible_damage_detected,train,true,dacl1k,16_000209.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000340.jpg,1,visible_damage_detected,train,true,dacl1k,06_000340.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000436.jpg,1,visible_damage_detected,train,true,dacl1k,06_000436.jpg,Crack|Efflorescence|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001379.jpg,1,visible_damage_detected,train,true,dacl1k,14_001379.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000317.jpg,1,visible_damage_detected,train,true,dacl1k,06_000317.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001882.jpg,1,visible_damage_detected,train,true,dacl1k,14_001882.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000311.jpg,1,visible_damage_detected,train,true,dacl1k,16_000311.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001526.jpg,1,visible_damage_detected,train,true,dacl1k,14_001526.jpg,Crack|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000240.jpg,1,visible_damage_detected,train,true,dacl1k,16_000240.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000244.jpg,1,visible_damage_detected,train,true,dacl1k,06_000244.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000070.jpg,1,visible_damage_detected,train,true,dacl1k,16_000070.jpg,BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000482.jpg,1,visible_damage_detected,train,true,dacl1k,06_000482.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000075.jpg,0,no_visible_damage,train,true,dacl1k,17_000075.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000157.jpg,1,visible_damage_detected,train,true,dacl1k,16_000157.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000425.jpg,1,visible_damage_detected,train,true,dacl1k,06_000425.jpg,Crack|Efflorescence|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001703.jpg,1,visible_damage_detected,train,true,dacl1k,14_001703.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000470.jpg,1,visible_damage_detected,train,true,dacl1k,06_000470.jpg,Crack|Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000008.jpg,0,no_visible_damage,train,true,dacl1k,17_000008.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000476.jpg,1,visible_damage_detected,train,true,dacl1k,06_000476.jpg,Crack|Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001786.jpg,1,visible_damage_detected,train,true,dacl1k,14_001786.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000052.jpg,0,no_visible_damage,train,true,dacl1k,17_000052.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001881.jpg,1,visible_damage_detected,train,true,dacl1k,14_001881.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001748.jpg,1,visible_damage_detected,train,true,dacl1k,14_001748.jpg,Crack|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/06_000060.jpg,0,no_visible_damage,train,true,dacl1k,06_000060.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001125.jpg,1,visible_damage_detected,train,true,dacl1k,14_001125.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001136.jpg,1,visible_damage_detected,train,true,dacl1k,14_001136.jpg,Crack|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001346.jpg,1,visible_damage_detected,train,true,dacl1k,14_001346.jpg,Crack|Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/16_000096.jpg,1,visible_damage_detected,train,true,dacl1k,16_000096.jpg,Spalling|BarsExposed|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001630.jpg,0,no_visible_damage,train,true,dacl1k,14_001630.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001142.jpg,1,visible_damage_detected,train,true,dacl1k,14_001142.jpg,Spalling|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001595.jpg,1,visible_damage_detected,train,true,dacl1k,14_001595.jpg,Spalling|Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001991.jpg,1,visible_damage_detected,train,true,dacl1k,14_001991.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001439.jpg,1,visible_damage_detected,train,true,dacl1k,14_001439.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001452.jpg,1,visible_damage_detected,train,true,dacl1k,14_001452.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_000112.jpg,1,visible_damage_detected,train,true,dacl1k,14_000112.jpg,Rust
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_000130.jpg,1,visible_damage_detected,train,true,dacl1k,14_000130.jpg,Crack
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001706.jpg,1,visible_damage_detected,train,true,dacl1k,14_001706.jpg,Efflorescence
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/17_000076.jpg,0,no_visible_damage,train,true,dacl1k,17_000076.jpg,
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001101.jpg,1,visible_damage_detected,train,true,dacl1k,14_001101.jpg,Spalling
/Users/hindolomagbity/Documents/Codex/2026-08-22/referenced-chatgpt-conversation-this-is-an/outputs/ReUP_AI_Demo_Package 2/data/dacl1k/v1/14_001568.jpg,1,visible_damage_detected,train,true,dacl1k,14_001568.jpg,Spalling|Rust
